Genome ID,Completeness,Phylum,Class,Order,Family,Genus,Species,FliF,FliG,FliI,FliR,FlhA,FlhB,FlgB,FlgC,FlgE,FlgK,FliE,FliP,FliQ,MotA,MotB,FliH,FliM,FliK,FlgD,FlgL,FliO,FliC,FliJ,FliL,FlgN,FlgF,FlgG,FliS,FliD,FliA,FlhF,PilZ/YcgR,FliT,FlgJ,FlgM,FlhG,FlgI,FlgH,FlgA,FlaG,FliW,MotE,CsrA,FlgR/FlrC/FlrA/FlaK/FlbD,SwrB/FlgW,SwrD,Flagellar_put/Putative,yvyF,YviE/DUF6470,FlaF,FliB,MotC,MotK,MotX ,MotY,PflA,PflB,FlcA,FlcB,FlcC,FlcD,FlbT,FlgP,FlgT,FliZ,tPilZ/FlgX,FlhC,FlhD,DUF327,FapA/DUF342,DUF1217,FlgO,FlaY,YdiV,FlhE,FlgQ,flk,Glucosaminidase,SwrA,FljA,SLT/Transglycosylase,FliN/FliY
GCF_001263355.1,99.3,p__Bacillota_A,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Acetobacterium,s__Acetobacterium bakii,WP_050740050.1,WP_050740051.1,WP_050740053.1,WP_126981267.1,WP_050739401.1,"WP_050739400.1,WP_050740040.1",WP_050740047.1,WP_050740048.1,WP_050739392.1,WP_050739417.1,WP_050740049.1,WP_201780250.1,WP_242852561.1,WP_050739394.1,WP_160316152.1,WP_050740052.1,WP_050739396.1,WP_160316151.1,WP_050739390.1,WP_050739418.1,WP_050739398.1,,WP_050740054.1,,WP_050739416.1,WP_050739403.1,WP_050739404.1,WP_050740045.1,WP_050740044.1,WP_050739402.1,,WP_050740823.1,WP_050740046.1,,WP_050739415.1,,,,,,,,,,,WP_050739393.1,WP_050739391.1,,WP_050739419.1,,,,,,,,,,,,,,,,,,,,,WP_050739405.1,,,,,,,,,,,,WP_160316153.1
GCF_000384135.1,99.4,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Succinispiraceae,g__Succinispira,s__Succinispira mobilis,WP_019879169.1,WP_019879170.1,WP_019879172.1,WP_019879195.1,WP_019879197.1,"WP_019879335.1,WP_211209226.1",WP_019879165.1,WP_019879166.1,WP_019879183.1,WP_019880551.1,WP_019879168.1,WP_019879193.1,WP_019879194.1,WP_019878523.1,WP_019878522.1,WP_019879171.1,WP_019879187.1,WP_019879180.1,WP_019879181.1,WP_019880549.1,WP_019879191.1,"WP_245539367.1,WP_245539369.1",WP_019879173.1,WP_019879185.1,WP_019880552.1,WP_019878402.1,WP_019878401.1,WP_051084584.1,WP_019880539.1,WP_019879210.1,WP_019879198.1,WP_019879200.1,WP_033297149.1,WP_019878395.1,WP_019880553.1,WP_019879199.1,WP_019878396.1,WP_019878398.1,WP_083938613.1,WP_019880540.1,WP_019880547.1,WP_211209225.1,WP_019880546.1,,WP_019879213.1,WP_019879184.1,WP_019879182.1,,WP_019880548.1,,,,,,,,,,,,,,,,,,,,,WP_019879211.1,,,,,,,,,,,WP_019879175.1,WP_019879188.1
GCF_000219125.1,99.37,p__Bacillota_C,c__Negativicutes,o__Sporomusales_A,f__Acetonemaceae,g__Acetonema,s__Acetonema longum,WP_004096827.1,WP_004096835.1,WP_004096839.1,WP_004573404.1,WP_004573406.1,"WP_004573405.1,WP_050807015.1",WP_004096822.1,WP_004096824.1,"WP_004096852.1,WP_004573172.1","WP_004098922.1,WP_004573170.1,WP_004573171.1",WP_004096825.1,WP_004573402.1,WP_004573403.1,WP_004094763.1,WP_004094760.1,WP_004096837.1,WP_004096855.1,"WP_004096801.1,WP_004096846.1","WP_004096848.1,WP_004573173.1","WP_004098925.1,WP_004573169.1",WP_004573401.1,"WP_004098932.1,WP_004573165.1",WP_004096840.1,WP_004096854.1,WP_004098918.1,WP_004573280.1,WP_004573281.1,WP_004098960.1,"WP_004098957.1,WP_004573168.1",WP_004573416.1,WP_238528274.1,WP_004573409.1,WP_004098963.1,WP_004573285.1,WP_004098915.1,WP_004573408.1,WP_004573284.1,WP_004573283.1,WP_004573282.1,WP_004098956.1,WP_004098929.1,WP_004096844.1,WP_004098930.1,,WP_004573419.1,WP_004096853.1,WP_004096850.1,"WP_004093758.1,WP_004098914.1",WP_004098926.1,,,,,,,,,,,,,,,,,,,,,WP_004573417.1,,,,,,,,,,,WP_413788503.1,WP_004573399.1
GCF_001941975.1,100.0,p__Bacillota_C,c__Negativicutes,o__Sporomusales,f__Sporomusaceae,g__Sporomusa,s__Sporomusa sphaeroides,WP_075755046.1,WP_075755048.1,WP_075755052.1,WP_075755080.1,WP_075755084.1,"WP_075755007.1,WP_075755082.1",WP_075755040.1,WP_075755042.1,"WP_075753051.1,WP_075755064.1","WP_075753053.1,WP_075753055.1,WP_075757208.1",WP_075755044.1,WP_083945534.1,WP_075755078.1,WP_075754147.1,WP_075754150.1,WP_075755050.1,WP_075755070.1,"WP_075755058.1,WP_075757079.1","WP_075755060.1,WP_083945366.1","WP_075753068.1,WP_075757209.1",WP_075755076.1,"WP_075757216.1,WP_075758226.1,WP_198930990.1,WP_269147919.1",WP_075755054.1,WP_075755068.1,WP_075757207.1,WP_075757115.1,WP_075757116.1,WP_075757214.1,"WP_075753070.1,WP_075758227.1",WP_075755104.1,WP_075755086.1,WP_075755090.1,"WP_075753072.1,WP_075758228.1",WP_083945658.1,WP_075757206.1,WP_075755088.1,WP_075757119.1,WP_075757118.1,WP_075757117.1,WP_075757213.1,WP_075757211.1,WP_075755056.1,WP_075757212.1,,WP_075755110.1,WP_075755066.1,WP_075755062.1,WP_075757205.1,WP_075757210.1,,,,,,,,,,,,,,,,,,,,,WP_075755106.1,,,,,,,,,,,WP_075756025.1,WP_075755072.1
GCF_000208405.1,100.0,p__Bacillota_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas sputigena,WP_006191291.1,WP_013740937.1,WP_006191297.1,WP_006191322.1,WP_006191325.1,"WP_006191323.1,WP_006193020.1",WP_013740938.1,WP_006191289.1,WP_006191309.1,WP_081443699.1,WP_006191290.1,WP_006191320.1,WP_006191321.1,WP_013740915.1,WP_006191421.1,WP_006191295.1,WP_006191313.1,"WP_006191304.1,WP_013740719.1",WP_006191306.1,WP_006193748.1,WP_006191319.1,"WP_006193603.1,WP_006193737.1,WP_013740578.1",WP_006191298.1,WP_006191312.1,"WP_006193750.1,WP_013740551.1",WP_006190537.1,WP_006190540.1,WP_006193741.1,"WP_006193742.1,WP_013741034.1",WP_006191342.1,WP_006191327.1,"WP_006191352.1,WP_013740933.1",WP_006193740.1,WP_006190554.1,WP_006193752.1,WP_006191329.1,WP_006190551.1,WP_006190547.1,WP_006190546.1,WP_013740552.1,WP_006193746.1,WP_006191301.1,WP_006193745.1,,WP_006191347.1,WP_006191311.1,WP_006191308.1,WP_013740550.1,WP_006193747.1,,,,,,,,,,,,,,,,,,,,,WP_013740931.1,,,,,,,,,,,WP_013740936.1,WP_013740935.1
GCF_001570625.1,97.35,p__Bacillota_B,c__Syntrophomonadia,o__Syntrophomonadales,f__Syntrophomonadaceae,g__Syntrophomonas,s__Syntrophomonas methylbutyratica,WP_061213824.1,WP_061213823.1,WP_061213821.1,WP_061213807.1,WP_061213805.1,"WP_011640880.1,WP_061213806.1",WP_061213826.1,WP_061213889.1,WP_061213815.1,WP_061212768.1,WP_061213825.1,WP_061213888.1,WP_061213808.1,WP_061212728.1,WP_061212727.1,WP_061213822.1,WP_061213812.1,"WP_061213195.1,WP_061213818.1",WP_061213817.1,WP_061212767.1,WP_061213809.1,,WP_061213820.1,WP_061213813.1,"WP_061212769.1,WP_153014627.1",WP_061213097.1,WP_061213629.1,WP_061212733.1,WP_061212763.1,WP_061213799.1,WP_061213804.1,WP_061213802.1,WP_061212732.1,WP_061213628.1,WP_061212770.1,WP_061213803.1,,,,"WP_061212736.1,WP_235811056.1",WP_061212765.1,WP_061213819.1,WP_061212764.1,,,WP_061213814.1,WP_235811115.1,WP_061212771.1,WP_061212766.1,,,,,,,,,,,,,,,,,,,,,"WP_061213798.1,WP_061214650.1",,,,,,,,,,,,WP_061213811.1
GCF_900176035.1,98.34,p__Bacillota_B,c__Peptococcia,o__Peptococcales,f__Desulfonisporaceae,g__Desulfonispora,s__Desulfonispora thiosulfatigenes,WP_084052182.1,WP_084052181.1,WP_084052179.1,WP_159446242.1,WP_084052164.1,"WP_084052165.1,WP_084052187.1",WP_159446244.1,WP_084052184.1,WP_084052174.1,WP_084052217.1,WP_084052183.1,WP_084052168.1,WP_084052167.1,WP_084052173.1,WP_084052172.1,WP_207651161.1,WP_084052154.1,"WP_084052177.1,WP_084052186.1",WP_084052176.1,WP_084052216.1,WP_084052169.1,WP_242941913.1,WP_084052178.1,WP_143334194.1,WP_084052218.1,WP_084052158.1,,WP_084052210.1,WP_084052212.1,WP_084052160.1,WP_084052163.1,WP_084052161.1,WP_084052211.1,,WP_084052219.1,WP_084052162.1,,,,WP_084052213.1,WP_084052215.1,,WP_084052214.1,,WP_084052159.1,,WP_084052175.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP_084052170.1,WP_084052153.1"
GCF_900129935.1,100.0,p__Bacillota_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Desulfitobacteriaceae,g__Desulfosporosinus,s__Desulfosporosinus lacus,WP_073028405.1,WP_073028404.1,WP_242947478.1,WP_073028392.1,WP_073028390.1,"WP_073028391.1,WP_073029304.1",WP_073028378.1,WP_073028407.1,WP_073028380.1,WP_073028440.1,WP_073028406.1,WP_073028394.1,WP_073028393.1,"WP_073028444.1,WP_073029386.1","WP_073028445.1,WP_073029385.1",WP_073028403.1,WP_073028398.1,WP_073028382.1,WP_073028381.1,WP_073028439.1,WP_073028395.1,"WP_073028430.1,WP_242947461.1,WP_073028417.1",WP_073028401.1,WP_073028399.1,WP_073028441.1,WP_073028377.1,WP_073028379.1,WP_073028412.1,WP_073028413.1,WP_073028383.1,WP_073028389.1,WP_073028387.1,WP_073028411.1,,WP_073028443.1,WP_073028388.1,,,,"WP_073028410.1,WP_242947460.1",WP_073028437.1,,WP_073028435.1,,,WP_073028400.1,,,WP_073028438.1,,,,,,,,,,,,,,,,,,,,WP_073028449.1,,,,,,,,,,,,WP_073028375.1,WP_073028397.1
GCF_001267405.1,99.23,p__Bacillota_B,c__Moorellia,o__Moorellales,f__Moorellaceae,g__Moorella,s__Moorella thermoacetica,WP_011392292.1,WP_011392293.1,WP_011392295.1,WP_011392309.1,WP_011392311.1,"WP_053094728.1,WP_162490039.1",WP_011392289.1,WP_053094681.1,WP_011392300.1,WP_011392267.1,WP_011392291.1,WP_249023392.1,WP_011392308.1,"WP_011393241.1,WP_053094601.1,WP_201776974.1","WP_011392303.1,WP_011393242.1,WP_053094600.1",WP_011392294.1,WP_011392325.1,"WP_011392297.1,WP_011392517.1",WP_011392298.1,WP_011392268.1,WP_011392306.1,WP_053094678.1,WP_011392296.1,WP_053094684.1,WP_011392266.1,WP_011392318.1,WP_011392319.1,WP_011392287.1,WP_053094679.1,WP_011392315.1,WP_011392312.1,WP_011392314.1,WP_011392288.1,,WP_011392265.1,WP_011392313.1,,,,WP_011392285.1,WP_071556365.1,,WP_053094675.1,,WP_053094685.1,WP_011392301.1,WP_011392299.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_011392326.1
GCF_000016165.1,100.0,p__Bacillota_B,c__Desulfotomaculia,o__Desulfotomaculales,f__Desulfotomaculaceae,g__Desulfotomaculum,s__Desulfotomaculum reducens,WP_011878716.1,WP_011878715.1,WP_011878713.1,WP_011878702.1,WP_011878700.1,"WP_011876654.1,WP_011878701.1",WP_011878719.1,WP_011878718.1,WP_011878708.1,WP_011878744.1,WP_011878717.1,WP_011878704.1,WP_011878703.1,"WP_011876741.1,WP_011878751.1","WP_011876740.1,WP_011878750.1",WP_011878714.1,WP_011878689.1,"WP_011876655.1,WP_011878711.1",WP_011878710.1,WP_011878743.1,WP_011878705.1,WP_011878741.1,WP_011878712.1,WP_041274949.1,WP_011878745.1,WP_011878695.1,WP_011878694.1,WP_011878723.1,WP_011878726.1,WP_011878696.1,WP_011878699.1,WP_011878697.1,WP_011878722.1,,WP_011878746.1,WP_011878698.1,,,,WP_011878721.1,WP_011878724.1,,"WP_011878725.1,WP_011878738.1",,,,WP_156779756.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_011878819.1,"WP_011878706.1,WP_011877448.1,WP_011878688.1"
GCF_000018425.1,98.09,p__Bacillota_B,c__Desulfotomaculia,o__Ammonifexales,f__Desulforudaceae,g__Desulforudis,s__Desulforudis audaxviator,WP_012302840.1,WP_012302839.1,WP_012302837.1,WP_012302826.1,WP_242647922.1,"WP_012302825.1,WP_012302905.1",WP_012302843.1,WP_012302842.1,WP_012302832.1,WP_012302863.1,WP_012302841.1,WP_012302828.1,WP_012302827.1,WP_012302869.1,WP_012302870.1,WP_012302838.1,WP_012302813.1,"WP_012302835.1,WP_012302904.1",WP_012302834.1,WP_012302862.1,WP_012302829.1,WP_041570919.1,WP_166485170.1,WP_012302831.1,WP_012302864.1,WP_012302818.1,,WP_012302859.1,WP_012302858.1,WP_012302820.1,WP_012302823.1,WP_012302821.1,WP_012302860.1,,WP_012302865.1,WP_012302822.1,,,,"WP_012302857.1,WP_012302861.1",,,,,WP_012302819.1,,WP_012302833.1,,,,,,,,,,,,,,,,,,,,,,,WP_166485070.1,,,,,,,,,,,,"WP_012302830.1,WP_049752605.1"
GCF_001263415.1,99.49,p__Bacillota_B,c__Thermincolia,o__Thermincolales,f__Thermincolaceae,g__Thermincola,s__Thermincola ferriacetica,WP_052216781.1,WP_052216780.1,WP_052216778.1,WP_052216764.1,WP_052216762.1,"WP_013119937.1,WP_052216763.1",WP_013120413.1,WP_013120412.1,WP_052216772.1,WP_052217312.1,WP_013120411.1,WP_052216766.1,WP_052216765.1,WP_013121592.1,WP_052217339.1,WP_052216779.1,WP_052216770.1,"WP_052216349.1,WP_052216775.1",WP_052216774.1,WP_052217313.1,WP_052216767.1,WP_052217354.1,WP_052216777.1,WP_052216771.1,WP_052217311.1,WP_052219002.1,WP_052219003.1,WP_052217330.1,WP_052217318.1,WP_052216753.1,WP_052216761.1,WP_052216760.1,WP_052217331.1,WP_052219004.1,WP_052217310.1,WP_013120388.1,,,,WP_052217317.1,WP_052217315.1,WP_052216776.1,WP_052217316.1,,WP_052216750.1,WP_242843540.1,WP_052216773.1,WP_052217309.1,WP_052217314.1,,,,,,,,,,,,,,,,,,,,,"WP_052216752.1,WP_052217161.1,WP_052217562.1",,,,,,,,,,,,WP_052216768.1
GCF_000020005.1,98.31,p__Bacillota_D,c__Natranaerobiia,o__Natranaerobiales,f__Natranaerobiaceae,g__Natranaerobius,s__Natranaerobius thermophilus,WP_012447848.1,WP_012447849.1,WP_012447851.1,WP_012447868.1,WP_012447870.1,"WP_012447869.1,WP_012448776.1",WP_012447845.1,WP_012447846.1,WP_012447857.1,WP_012448654.1,WP_012447847.1,WP_012447866.1,WP_012447867.1,WP_012447859.1,WP_012447860.1,WP_012447850.1,WP_012447862.1,"WP_012447854.1,WP_012448775.1",WP_012447855.1,WP_012448653.1,WP_012447865.1,WP_012448649.1,WP_012447852.1,WP_012447861.1,WP_012448655.1,WP_012449213.1,WP_012449212.1,WP_012448646.1,"WP_012448643.1,WP_012448647.1",WP_012447879.1,WP_012447871.1,WP_012447873.1,WP_012448645.1,WP_012449211.1,WP_012448656.1,WP_012447872.1,,,,WP_012448648.1,WP_012448651.1,WP_012447853.1,WP_012448650.1,,WP_012447882.1,WP_012447858.1,WP_012447856.1,WP_012448657.1,WP_012448652.1,,,,,,,,,,,,,,,,,,,,,WP_012447880.1,,,,,,,,,,,,WP_012447863.1
GCF_000174415.1,95.76,p__Bacillota_D,c__Dethiobacteria,o__Dethiobacterales,f__Dethiobacteraceae,g__Dethiobacter,s__Dethiobacter alkaliphilus,WP_008518248.1,WP_008518246.1,WP_008518241.1,WP_008518212.1,WP_040379125.1,"WP_008514819.1,WP_083798795.1",WP_008518253.1,WP_008518252.1,WP_008518231.1,WP_008518265.1,WP_008518250.1,"WP_008518219.1,WP_143753461.1",WP_008518213.1,WP_008518229.1,WP_040379121.1,WP_008518243.1,WP_008518189.1,"WP_008514820.1,WP_008518237.1",WP_008518235.1,WP_008518267.1,"WP_008518217.1,WP_008518221.1",WP_008518280.1,WP_008518239.1,WP_008518225.1,"WP_008518255.1,WP_008518262.1",WP_008518196.1,WP_008518195.1,WP_008518260.1,WP_008518282.1,WP_008518200.1,WP_008518206.1,WP_040379119.1,WP_008518281.1,,WP_008518283.1,WP_008518203.1,,,,"WP_008518256.1,WP_008518258.1",WP_008518269.1,,WP_008518271.1,,WP_008518198.1,,WP_008518232.1,,,,WP_008518277.1,,,,,,,,,,,,,,,,,,,WP_008518192.1,,,,,,,,,,,,"WP_008518188.1,WP_008518224.1,WP_008518186.1"
GCF_001544355.1,99.21,p__Bacillota,c__Bacilli,o__Alicyclobacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,s__Alicyclobacillus acidiphilus,WP_245629990.1,WP_067617218.1,WP_067617212.1,WP_067617176.1,WP_083511396.1,"WP_067617274.1,WP_157070985.1",WP_067617365.1,WP_067617227.1,WP_067617197.1,WP_067620119.1,WP_067617224.1,WP_245629988.1,WP_174520806.1,WP_067621162.1,WP_067621163.1,WP_067617215.1,WP_067617188.1,WP_067617203.1,WP_067617200.1,WP_067620123.1,WP_245629989.1,WP_067620125.1,WP_067617209.1,WP_067617191.1,WP_067620116.1,WP_067625928.1,WP_067625925.1,WP_067620143.1,WP_067620128.1,WP_067620110.1,WP_067617170.1,WP_067622782.1,WP_067620140.1,,WP_067620113.1,WP_067617167.1,,,,WP_067620147.1,,WP_067617206.1,,,,WP_067617194.1,WP_245629999.1,WP_067620107.1,,,,,,,,,,,,,,,,,,,,,,WP_067621432.1,,,,,,,,,,,,WP_067617185.1
GCF_001742305.1,96.03,p__Bacillota,c__Bacilli,o__Desulfuribacillales,f__Desulfuribacillaceae,g__Desulfuribacillus_A,s__Desulfuribacillus_A stibiiarsenatis,WP_069701901.1,WP_069701902.1,WP_069702042.1,WP_083248309.1,WP_245671874.1,WP_069701918.1,WP_069701898.1,WP_069701899.1,WP_069701909.1,WP_069700602.1,WP_245671868.1,WP_069701916.1,WP_069701917.1,WP_069700840.1,WP_176720365.1,WP_069701903.1,WP_069701912.1,"WP_069701878.1,WP_069701906.1",WP_069701907.1,WP_245671828.1,WP_069701915.1,"WP_069700607.1,WP_069700669.1",WP_069701904.1,WP_069701911.1,WP_069700601.1,WP_069702286.1,WP_176720450.1,"WP_069700644.1,WP_083248155.1",WP_069700643.1,WP_069701925.1,WP_069701920.1,WP_069702872.1,WP_069700645.1,,WP_069700600.1,WP_069701921.1,,,,WP_218076064.1,WP_069700605.1,WP_069701905.1,WP_069700606.1,,WP_069701927.1,WP_069701910.1,WP_069701908.1,WP_069700599.1,WP_069700604.1,,,,,,,,,,,,,,,,,,,,WP_069700670.1,"WP_083248310.1,WP_069701025.1",,,,,,,,,,,,WP_069701913.1
GCF_002005165.1,98.08,p__Bacillota,c__Bacilli,o__Thermoactinomycetales,f__Novibacillaceae,g__Novibacillus,s__Novibacillus thermophilus,WP_169835618.1,WP_077720761.1,WP_077720759.1,WP_077720746.1,WP_077720744.1,WP_077720745.1,WP_228441218.1,WP_077720764.1,WP_077720754.1,WP_077720959.1,WP_077720763.1,WP_228441688.1,WP_077720747.1,WP_077719320.1,WP_077719321.1,WP_077720760.1,WP_077720752.1,"WP_077720756.1,WP_149026945.1",WP_077720755.1,WP_077720957.1,WP_077720748.1,"WP_077718818.1,WP_077719723.1",WP_077720758.1,WP_169835617.1,WP_077720961.1,WP_228441698.1,WP_077721040.1,WP_077720946.1,WP_169835638.1,WP_077720735.1,WP_077720743.1,,WP_077720945.1,,WP_077720962.1,WP_077720742.1,,,,WP_169835639.1,WP_077720955.1,WP_077720757.1,WP_077720952.1,,WP_169835616.1,WP_077721436.1,,WP_077720963.1,WP_228441694.1,,,,,,,,,,,,,,,,,,,,,WP_077720964.1,,,,,,,,,,,,
GCF_000236805.1,99.85,p__Bacillota,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus peoriae,WP_010346386.1,WP_010346385.1,WP_010346383.1,WP_039774307.1,WP_010346366.1,"WP_007430005.1,WP_039774306.1",WP_010346388.1,WP_010346387.1,WP_010346376.1,WP_010349681.1,WP_007430020.1,WP_010346370.1,WP_010346369.1,"WP_010346544.1,WP_010349615.1","WP_010346543.1,WP_010349616.1",WP_010346384.1,WP_010346374.1,"WP_010346380.1,WP_010346399.1",WP_010346379.1,WP_010349680.1,WP_010346371.1,WP_010349677.1,WP_010346382.1,WP_010346375.1,WP_010349682.1,WP_010349716.1,WP_010349715.1,WP_010349674.1,WP_010349675.1,WP_010346355.1,WP_010346364.1,"WP_010345744.1,WP_010346972.1",WP_010349673.1,,WP_010349684.1,WP_010346363.1,,,,WP_010349676.1,WP_010349679.1,WP_010346381.1,WP_010349678.1,,WP_010346352.1,WP_007430031.1,WP_010346378.1,WP_010349685.1,,,,,,,,,,,,,,,,,,,,,,WP_010346354.1,,,,,,,,,,,,WP_010346373.1
GCF_000019905.1,100.0,p__Bacillota,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium_A,s__Exiguobacterium_A sibiricum,WP_012370749.1,WP_012370748.1,WP_012370746.1,WP_012370732.1,WP_012370730.1,WP_012370731.1,WP_234944526.1,WP_012370751.1,WP_012370741.1,WP_012371327.1,WP_012370750.1,WP_012370734.1,WP_012370733.1,WP_012371742.1,WP_012371743.1,WP_148206625.1,WP_012370738.1,"WP_012370743.1,WP_012370763.1",WP_012370742.1,WP_012371326.1,WP_234944525.1,"WP_012371299.1,WP_012371309.1",WP_012370745.1,WP_012370739.1,WP_012371328.1,WP_012371532.1,WP_012371531.1,"WP_012371298.1,WP_012371305.1",WP_012371306.1,WP_012370723.1,WP_012370729.1,WP_012370679.1,WP_012371304.1,,WP_012371329.1,WP_012370728.1,,,,WP_012371307.1,WP_041261712.1,WP_012370744.1,WP_012371323.1,,WP_012370722.1,WP_012370740.1,,WP_012371330.1,WP_012371325.1,,,,,,,,,,,,,,,,,,,,WP_012371300.1,,,,,,,,,,,,,WP_012370737.1
GCF_900187025.1,99.45,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Listeriaceae,g__Listeria,s__Listeria ivanovii,WP_014092157.1,WP_014092158.1,WP_014092160.1,WP_014092124.1,WP_014092126.1,WP_014092125.1,WP_014092155.1,WP_003718856.1,WP_014092142.1,WP_014092150.1,WP_014092156.1,WP_014092122.1,WP_003718817.1,WP_014092131.1,WP_014092132.1,WP_014092159.1,WP_014092144.1,WP_014092140.1,WP_014092141.1,WP_014092151.1,WP_014092121.1,WP_014092136.1,,,,WP_014092128.1,,WP_014092153.1,WP_014092152.1,,WP_014092127.1,,WP_014092154.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_014092148.1,,,,,,,,,,,,WP_014092161.1,"WP_014092138.1,WP_014092143.1,WP_014092145.1"
GCF_003003275.1,97.81,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Alkalibacterium,s__Alkalibacterium olivapovliticus,WP_106195635.1,WP_106195683.1,WP_106195640.1,WP_106195667.1,WP_106195671.1,WP_106195669.1,WP_106195631.1,WP_106195633.1,WP_106195650.1,WP_106195615.1,WP_245920588.1,WP_106195663.1,WP_106195665.1,WP_106195655.1,WP_106195657.1,WP_106195637.1,WP_106196245.1,WP_106195644.1,WP_106195646.1,WP_106195618.1,WP_106195661.1,WP_106195620.1,WP_106195642.1,WP_170068889.1,WP_106195613.1,WP_106195675.1,WP_106195677.1,WP_106195629.1,WP_106195624.1,WP_106195673.1,,,WP_106195626.1,,WP_106195611.1,,,,,WP_106195622.1,,,,,,WP_106195652.1,WP_106195648.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_106196242.1
GCF_001436735.1,99.48,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Liquorilactobacillus,s__Liquorilactobacillus cacaonum,WP_057828671.1,WP_057828670.1,WP_057828668.1,WP_057828658.1,WP_057828656.1,WP_057828657.1,WP_057828673.1,WP_057828672.1,WP_057828663.1,WP_057828638.1,WP_235807225.1,WP_057828702.1,WP_057828659.1,WP_057828674.1,WP_057828675.1,WP_057828669.1,WP_057828642.1,WP_057828666.1,WP_057828665.1,WP_057828637.1,WP_057828660.1,WP_057828623.1,WP_057828667.1,WP_057828661.1,WP_057828639.1,WP_057828654.1,WP_057828653.1,WP_057828620.1,WP_235807223.1,WP_057828655.1,,,WP_057828621.1,,WP_235807224.1,,,,,,,,,,,WP_057828662.1,WP_057828664.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_057828641.1
GCF_001618145.1,100.0,p__Bacillota,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae,g__Oceanobacillus,s__Oceanobacillus damuensis,WP_067729375.1,WP_067729377.1,WP_067729381.1,WP_067729410.1,WP_067729414.1,"WP_067729351.1,WP_067729412.1",WP_067729369.1,WP_067729371.1,WP_067729393.1,WP_067727093.1,WP_067729373.1,WP_067729406.1,WP_067729408.1,"WP_067727062.1,WP_067727507.1","WP_067727063.1,WP_067727508.1",WP_067729379.1,WP_067729399.1,WP_067729387.1,WP_067729389.1,WP_067727094.1,WP_067729404.1,WP_067729150.1,WP_067729383.1,WP_067729397.1,WP_084268726.1,WP_067728573.1,WP_067728575.1,WP_067727099.1,WP_067727229.1,WP_067729425.1,WP_067729416.1,"WP_067725420.1,WP_067728934.1",WP_067727100.1,,WP_067727092.1,WP_067729436.1,,,,WP_067727098.1,WP_067727096.1,WP_067729385.1,WP_067727097.1,,WP_067729429.1,WP_067729395.1,WP_067729391.1,WP_067727091.1,WP_067727095.1,,,,,,,,,,,,,,,,,,,,,WP_067729427.1,,,,,,,,,,,,WP_067729401.1
GCF_003049525.1,99.34,p__Bacillota,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Lysinibacillus,s__Lysinibacillus fusiformis,WP_036123974.1,WP_008180783.1,WP_008180778.1,WP_008180748.1,WP_008180742.1,"WP_008181284.1,WP_036123995.1",WP_008180790.1,WP_008180788.1,WP_043990752.1,WP_107921595.1,WP_025113930.1,WP_008180752.1,WP_008180750.1,WP_008173543.1,WP_008173542.1,WP_237068724.1,WP_008180759.1,WP_089985329.1,WP_043990753.1,WP_107921594.1,WP_237068723.1,"WP_008181370.1,WP_107921590.1",WP_089985328.1,WP_008180761.1,WP_008178860.1,WP_089986954.1,WP_036123074.1,WP_089986738.1,WP_107921579.1,WP_008180720.1,,"WP_008178814.1,WP_008180425.1",WP_008178818.1,,WP_107921596.1,WP_008180739.1,,,,WP_107921580.1,WP_107921592.1,WP_008180774.1,WP_107921591.1,,WP_008180716.1,WP_008180764.1,WP_008180768.1,WP_008178864.1,WP_107921593.1,,WP_107921581.1,,,,,,,,,,,,,,,,,,,WP_008179917.1,,,,,,,,,,,,WP_107921509.1
